"year","zone","destination","method","mean"
"2009","S01001798","Primary School","Car","1.5"
"2012","S01001798","Primary School","Car",7
"2003","S01001798","Primary School","Car","5.5"
"2012","S01001798","Secondary School","Car",6
"2007","S01001798","Secondary School","Car","8.6"
"2006","S01001798","Secondary School","Car","8.4"
"2009","S01001798","Secondary School","Car","3.4"
"2007","S01001798","Bank Or Building Society","Car","1.6"
"2012","S01001798","Shopping Facilities","Car","6.2"
"2003","S01001798","GP","Car","3.4"
"2007","S01001798","Citizens Advice Bureau","Car","11.3"
"2007","S01001798","Shopping Facilities","Car","5.7"
"2006","S01001798","Shopping Facilities","Car","5.7"
"2009","S01001798","Shopping Facilities","Car","2.5"
"2003","S01001798","Supermarket","Car","4.3"
"2006","S01001798","GP","Car",3
"2012","S01001798","GP","Car","3.5"
"2007","S01001798","GP","Car",3
"2009","S01001798","Citizens Advice Bureau","Car","4.2"
"2007","S01001798","Cash Machine","Car","1.6"
"2009","S01001798","GP","Car","1.1"
"2007","S01001798","Higher Education Establishment","Car","9.4"
"2009","S01001798","Chemists And Pharmacies","Car","1.1"
"2009","S01001798","Higher Education Establishment","Car","3.2"
"2009","S01001798","Jobcentre Plus","Car",4
"2009","S01001798","Cash Machine","Car","0.6"
"2007","S01001798","Jobcentre Plus","Car","9.7"
"2009","S01001798","Library","Car","1.8"
"2007","S01001798","Library","Car","4.2"
"2007","S01001798","Chemists And Pharmacies","Car","2.3"
"2007","S01001798","Nursery","Car","1.7"
"2007","S01001798","Further Education Establishment","Car","13.5"
"2009","S01001798","Nursery","Car","0.6"
"2003","S01001798","Petrol Station","Car","2.8"
"2007","S01001798","Petrol Station","Car","2.1"
"2009","S01001798","Petrol Station","Car","0.9"
"2012","S01001798","Petrol Station","Car","3.2"
"2006","S01001798","Petrol Station","Car","2.1"
"2009","S01001798","Further Education Establishment","Car","3.2"
"2009","S01001798","Police Station","Car","2.3"
"2007","S01001798","Police Station","Car","5.1"
"2009","S01001798","Post Office","Car","1.1"
"2007","S01001798","Post Office","Car","3.4"
"2006","S01001798","Post Office","Car","3.4"
"2009","S01001798","Bank Or Building Society","Car","0.6"
"2009","S01001798","General Store","Car","0.6"
"2003","S01001798","Post Office","Car","2.1"
"2009","S01001798","Cash Machine","Public Transport","24.2"
"2009","S01001798","Citizens Advice Bureau","Public Transport","49.2"
"2009","S01001798","Chemists And Pharmacies","Public Transport","16.9"
"2009","S01001798","Further Education Establishment","Public Transport",18
"2009","S01001798","General Store","Public Transport","6.1"
"2006","S01001798","GP","Public Transport","9.6"
"2012","S01001798","GP","Public Transport","7.4"
"2009","S01001798","GP","Public Transport","8.4"
"2009","S01001798","Higher Education Establishment","Public Transport","16.6"
"2009","S01001798","Jobcentre Plus","Public Transport","22.3"
"2009","S01001798","Library","Public Transport","10.6"
"2009","S01001798","Nursery","Public Transport","7.2"
"2009","S01001798","Police Station","Public Transport","10.9"
"2012","S01001798","Post Office","Public Transport","9.3"
"2009","S01001798","Post Office","Public Transport","8.7"
"2006","S01001798","Post Office","Public Transport","9.9"
"2012","S01001798","Shopping Facilities","Public Transport",15
"2009","S01001798","Shopping Facilities","Public Transport","16.8"
"2006","S01001798","Shopping Facilities","Public Transport","14.2"
"2009","S01001798","Banks And Building Societies","Public Transport","6.1"
"2007","S01001799","General Store","Car","5.3"
"2012","S01001799","Post Office","Car","2.6"
"2006","S01001799","Primary School","Car","1.7"
"2007","S01001799","Primary School","Car","1.7"
"2009","S01001799","Primary School","Car","0.6"
"2012","S01001799","Primary School","Car","4.7"
"2003","S01001799","Primary School","Car","2.2"
"2012","S01001799","Secondary School","Car","3.9"
"2007","S01001799","Secondary School","Car","3.9"
"2006","S01001799","Secondary School","Car","3.9"
"2009","S01001799","Secondary School","Car","1.4"
"2007","S01001799","Bank Or Building Society","Car","4.4"
"2012","S01001799","Shopping Facilities","Car","4.1"
"2003","S01001799","GP","Car","1.9"
"2007","S01001799","Citizens Advice Bureau","Car","8.5"
"2007","S01001799","Shopping Facilities","Car","3.1"
"2006","S01001799","Shopping Facilities","Car","3.1"
"2009","S01001799","Shopping Facilities","Car","1.3"
"2003","S01001799","Supermarket","Car","1.5"
"2006","S01001799","GP","Car","1.8"
"2012","S01001799","GP","Car","3.2"
"2007","S01001799","GP","Car","2.7"
"2009","S01001799","Citizens Advice Bureau","Car","4.8"
"2007","S01001799","Cash Machine","Car","0.9"
"2009","S01001799","GP","Car","1.1"
"2007","S01001799","Higher Education Establishment","Car","7.7"
"2009","S01001799","Chemists And Pharmacies","Car","0.9"
"2009","S01001799","Higher Education Establishment","Car","2.7"
"2009","S01001799","Jobcentre Plus","Car","4.7"
"2009","S01001799","Cash Machine","Car","0.4"
"2007","S01001799","Jobcentre Plus","Car","8.5"
"2009","S01001799","Library","Car",2
"2007","S01001799","Library","Car",4
"2007","S01001799","Chemists And Pharmacies","Car",2
"2007","S01001799","Nursery","Car","4.8"
"2007","S01001799","Further Education Establishment","Car","10.8"
"2009","S01001799","Nursery","Car","1.7"
"2003","S01001799","Petrol Station","Car","2.4"
"2007","S01001799","Petrol Station","Car",2
"2009","S01001799","Petrol Station","Car","0.9"
"2012","S01001799","Petrol Station","Car","3.7"
"2006","S01001799","Petrol Station","Car",2
"2009","S01001799","Further Education Establishment","Car",3
"2009","S01001799","Police Station","Car",1
"2007","S01001799","Police Station","Car","2.6"
"2009","S01001799","Post Office","Car","0.8"
"2007","S01001799","Post Office","Car","1.8"
"2006","S01001799","Post Office","Car","1.8"
"2009","S01001799","Bank Or Building Society","Car","1.5"
"2009","S01001799","General Store","Car","0.8"
"2003","S01001799","Post Office","Car","3.3"
"2009","S01001799","Cash Machine","Public Transport","21.7"
"2009","S01001799","Citizens Advice Bureau","Public Transport","47.4"
"2009","S01001799","Chemists And Pharmacies","Public Transport",16
"2009","S01001799","Further Education Establishment","Public Transport","20.7"
"2009","S01001799","General Store","Public Transport",8
"2006","S01001799","GP","Public Transport","7.9"
"2012","S01001799","GP","Public Transport",9
"2009","S01001799","GP","Public Transport","8.6"
"2009","S01001799","Higher Education Establishment","Public Transport","17.6"
"2009","S01001799","Jobcentre Plus","Public Transport","23.9"
"2009","S01001799","Library","Public Transport","11.3"
"2009","S01001799","Nursery","Public Transport",12
"2009","S01001799","Police Station","Public Transport","8.1"
"2012","S01001799","Post Office","Public Transport","7.6"
"2009","S01001799","Post Office","Public Transport","7.6"
"2006","S01001799","Post Office","Public Transport","6.8"
"2012","S01001799","Shopping Facilities","Public Transport","10.7"
"2009","S01001799","Shopping Facilities","Public Transport","9.8"
"2006","S01001799","Shopping Facilities","Public Transport","7.7"
"2009","S01001799","Banks And Building Societies","Public Transport","9.5"
"2007","S01001800","General Store","Car","10.2"
"2012","S01001800","Post Office","Car","4.8"
"2006","S01001800","Primary School","Car","3.4"
"2007","S01001800","Primary School","Car","3.6"
"2009","S01001800","Primary School","Car","1.4"
"2012","S01001800","Primary School","Car","6.2"
"2003","S01001800","Primary School","Car",4
"2012","S01001800","Secondary School","Car","3.5"
"2007","S01001800","Secondary School","Car","2.4"
"2006","S01001800","Secondary School","Car","2.5"
"2009","S01001800","Secondary School","Car","0.8"
"2007","S01001800","Bank Or Building Society","Car","3.9"
"2012","S01001800","Shopping Facilities","Car","7.2"
"2003","S01001800","GP","Car","4.1"
"2007","S01001800","Citizens Advice Bureau","Car","20.5"
"2007","S01001800","Shopping Facilities","Car","4.8"
"2006","S01001800","Shopping Facilities","Car","4.8"
"2009","S01001800","Shopping Facilities","Car","2.1"
"2003","S01001800","Supermarket","Car","3.9"
"2006","S01001800","GP","Car","3.3"
"2012","S01001800","GP","Car","4.7"
"2007","S01001800","GP","Car","3.3"
"2009","S01001800","Citizens Advice Bureau","Car","6.7"
"2007","S01001800","Cash Machine","Car","3.3"
"2009","S01001800","GP","Car","1.3"
"2007","S01001800","Higher Education Establishment","Car","6.6"
"2009","S01001800","Chemists And Pharmacies","Car","1.3"
"2009","S01001800","Higher Education Establishment","Car","2.5"
"2009","S01001800","Jobcentre Plus","Car","4.5"
"2009","S01001800","Cash Machine","Car","1.3"
"2007","S01001800","Jobcentre Plus","Car","10.2"
"2009","S01001800","Library","Car",2
"2007","S01001800","Library","Car","4.7"
"2007","S01001800","Chemists And Pharmacies","Car","3.4"
"2007","S01001800","Nursery","Car","2.9"
"2007","S01001800","Further Education Establishment","Car","12.9"
"2009","S01001800","Nursery","Car","1.1"
"2003","S01001800","Petrol Station","Car","6.4"
"2007","S01001800","Petrol Station","Car","5.2"
"2009","S01001800","Petrol Station","Car","2.1"
"2012","S01001800","Petrol Station","Car","5.9"
"2006","S01001800","Petrol Station","Car","5.2"
"2009","S01001800","Further Education Establishment","Car","0.8"
"2009","S01001800","Police Station","Car","1.9"
"2007","S01001800","Police Station","Car","4.5"
"2009","S01001800","Post Office","Car","1.5"
"2007","S01001800","Post Office","Car","3.9"
"2006","S01001800","Post Office","Car","3.9"
"2009","S01001800","Bank Or Building Society","Car","1.6"
"2009","S01001800","General Store","Car","3.1"
"2003","S01001800","Post Office","Car","4.4"
"2009","S01001800","Cash Machine","Public Transport","28.2"
"2009","S01001800","Citizens Advice Bureau","Public Transport","55.2"
"2009","S01001800","Chemists And Pharmacies","Public Transport","21.3"
"2009","S01001800","Further Education Establishment","Public Transport",10
"2009","S01001800","General Store","Public Transport","23.1"
"2006","S01001800","GP","Public Transport",11
"2012","S01001800","GP","Public Transport","12.3"
"2009","S01001800","GP","Public Transport","12.8"
"2009","S01001800","Higher Education Establishment","Public Transport","22.7"
"2009","S01001800","Jobcentre Plus","Public Transport","25.4"
"2009","S01001800","Library","Public Transport","13.3"
"2009","S01001800","Nursery","Public Transport","14.3"
"2009","S01001800","Police Station","Public Transport","13.3"
"2012","S01001800","Post Office","Public Transport",12
"2009","S01001800","Post Office","Public Transport","12.6"
"2006","S01001800","Post Office","Public Transport","14.8"
"2012","S01001800","Shopping Facilities","Public Transport","14.8"
"2009","S01001800","Shopping Facilities","Public Transport","13.1"
"2006","S01001800","Shopping Facilities","Public Transport","19.4"
"2009","S01001800","Banks And Building Societies","Public Transport","12.5"
"2007","S01001801","General Store","Car","10.7"
"2012","S01001801","Post Office","Car",5
"2006","S01001801","Primary School","Car","4.8"
"2007","S01001801","Primary School","Car","4.8"
"2009","S01001801","Primary School","Car","1.7"
"2012","S01001801","Primary School","Car","8.7"
"2003","S01001801","Primary School","Car","5.4"
"2012","S01001801","Secondary School","Car","3.8"
"2007","S01001801","Secondary School","Car","3.5"
"2006","S01001801","Secondary School","Car","3.4"
"2009","S01001801","Secondary School","Car","1.6"
"2007","S01001801","Bank Or Building Society","Car","3.6"
"2012","S01001801","Shopping Facilities","Car","6.1"
"2003","S01001801","GP","Car","6.1"
"2007","S01001801","Citizens Advice Bureau","Car","18.9"
"2007","S01001801","Shopping Facilities","Car",4
"2006","S01001801","Shopping Facilities","Car",4
"2009","S01001801","Shopping Facilities","Car","1.9"
"2003","S01001801","Supermarket","Car","3.7"
"2006","S01001801","GP","Car","5.5"
"2012","S01001801","GP","Car","6.7"
"2007","S01001801","GP","Car","5.5"
"2009","S01001801","Citizens Advice Bureau","Car","7.1"
"2007","S01001801","Cash Machine","Car","3.1"
"2009","S01001801","GP","Car","2.4"
"2007","S01001801","Higher Education Establishment","Car","8.7"
"2009","S01001801","Chemists And Pharmacies","Car","1.5"
"2009","S01001801","Higher Education Establishment","Car","4.6"
"2009","S01001801","Jobcentre Plus","Car","5.1"
"2009","S01001801","Cash Machine","Car","1.1"
"2007","S01001801","Jobcentre Plus","Car","11.8"
"2009","S01001801","Library","Car","1.6"
"2007","S01001801","Library","Car","3.9"
"2007","S01001801","Chemists And Pharmacies","Car","3.9"
"2007","S01001801","Nursery","Car","2.6"
"2007","S01001801","Further Education Establishment","Car","14.2"
"2009","S01001801","Nursery","Car",1
"2003","S01001801","Petrol Station","Car","7.9"
"2007","S01001801","Petrol Station","Car","3.9"
"2009","S01001801","Petrol Station","Car","1.8"
"2012","S01001801","Petrol Station","Car","5.2"
"2006","S01001801","Petrol Station","Car","3.9"
"2009","S01001801","Further Education Establishment","Car","2.8"
"2009","S01001801","Police Station","Car","1.8"
"2007","S01001801","Police Station","Car","4.3"
"2009","S01001801","Post Office","Car","1.5"
"2007","S01001801","Post Office","Car","3.8"
"2006","S01001801","Post Office","Car",3
"2009","S01001801","Bank Or Building Society","Car","1.7"
"2009","S01001801","General Store","Car",4
"2003","S01001801","Post Office","Car","3.5"
"2009","S01001801","Cash Machine","Public Transport","28.6"
"2009","S01001801","Citizens Advice Bureau","Public Transport","57.3"
"2009","S01001801","Chemists And Pharmacies","Public Transport","22.3"
"2009","S01001801","Further Education Establishment","Public Transport","19.6"
"2009","S01001801","General Store","Public Transport",25
"2006","S01001801","GP","Public Transport","17.4"
"2012","S01001801","GP","Public Transport","15.6"
"2009","S01001801","GP","Public Transport","15.5"
"2009","S01001801","Higher Education Establishment","Public Transport","26.2"
"2009","S01001801","Jobcentre Plus","Public Transport","30.1"
"2009","S01001801","Library","Public Transport","11.6"
"2009","S01001801","Nursery","Public Transport","14.7"
"2009","S01001801","Police Station","Public Transport","12.3"
"2012","S01001801","Post Office","Public Transport",10
"2009","S01001801","Post Office","Public Transport","11.7"
"2006","S01001801","Post Office","Public Transport","12.4"
"2012","S01001801","Shopping Facilities","Public Transport","12.4"
"2009","S01001801","Shopping Facilities","Public Transport",14
"2006","S01001801","Shopping Facilities","Public Transport","12.2"
"2009","S01001801","Banks And Building Societies","Public Transport","12.5"
"2007","S01001802","General Store","Car","6.8"
"2012","S01001802","Post Office","Car",3
"2006","S01001802","Primary School","Car","2.9"
"2007","S01001802","Primary School","Car","2.9"
"2009","S01001802","Primary School","Car",1
"2012","S01001802","Primary School","Car","5.3"
"2003","S01001802","Primary School","Car","3.5"
"2012","S01001802","Secondary School","Car","3.1"
"2007","S01001802","Secondary School","Car","2.9"
